Actor/Actress	Movie	Year
WARNER, DAVID (I)	IN THE MOUTH OF MADNESS	1994
ZEGERS, KEVIN	IN THE MOUTH OF MADNESS	1994
BENFIELD, JOHN	IN THE NAME OF THE FATHER	1993
BROPHY, ANTHONY	IN THE NAME OF THE FATHER	1993
BURROWS, SAFFRON	IN THE NAME OF THE FATHER	1993
DAVIS, PHILIP (I)	IN THE NAME OF THE FATHER	1993
DAY-LEWIS, DANIEL	IN THE NAME OF THE FATHER	1993
DENHAM, TONY (I)	IN THE NAME OF THE FATHER	1993
DUNNE, MARTIN	IN THE NAME OF THE FATHER	1993
GRAHAM, RICHARD (I)	IN THE NAME OF THE FATHER	1993
HARPER, FRANK (I)	IN THE NAME OF THE FATHER	1993
HARRIS, JAMIE (I)	IN THE NAME OF THE FATHER	1993
HAYDEN, LUKE	IN THE NAME OF THE FATHER	1993
HOGAN, BOSCO	IN THE NAME OF THE FATHER	1993
LAWLOR, SEAN	IN THE NAME OF THE FATHER	1993
LYNCH, JOHN (I)	IN THE NAME OF THE FATHER	1993
MAGUIRE, OLIVER	IN THE NAME OF THE FATHER	1993
MCCAFFERTY, FRANKIE	IN THE NAME OF THE FATHER	1993
MCSORLEY, GERARD	IN THE NAME OF THE FATHER	1993
O'LEARY, JER	IN THE NAME OF THE FATHER	1993
O'NEILL, TERRY (I)	IN THE NAME OF THE FATHER	1993
POSTLETHWAITE, PETE	IN THE NAME OF THE FATHER	1993
REDGRAVE, CORIN	IN THE NAME OF THE FATHER	1993
SHEPPARD, MARK (I)	IN THE NAME OF THE FATHER	1993
SMITH, BRITTA	IN THE NAME OF THE FATHER	1993
THOMPSON, EMMA (I)	IN THE NAME OF THE FATHER	1993
TOWNSEND, STANLEY	IN THE NAME OF THE FATHER	1993
WHYTE, MAL	IN THE NAME OF THE FATHER	1993
WILKINSON, TOM (I)	IN THE NAME OF THE FATHER	1993
ALTAMIRANO, PEDRO	IN THE TIME OF THE BUTTERFLIES	2001
ANTHONY, MARC (I)	IN THE TIME OF THE BUTTERFLIES	2001
ARMEND·RIZ JR., PEDRO	IN THE TIME OF THE BUTTERFLIES	2001
BECERRIL, FERNANDO	IN THE TIME OF THE BUTTERFLIES	2001
BICHIR, DEMIAN	IN THE TIME OF THE BUTTERFLIES	2001
CAVAZOS, LUMI	IN THE TIME OF THE BUTTERFLIES	2001
CUDNEY, ROGER (I)	IN THE TIME OF THE BUTTERFLIES	2001
DE BERNAL, FARNESIO	IN THE TIME OF THE BUTTERFLIES	2001
HAYEK, SALMA	IN THE TIME OF THE BUTTERFLIES	2001
MAESTRO, MÌA	IN THE TIME OF THE BUTTERFLIES	2001
MÈNDEZ, RA˙L (I)	IN THE TIME OF THE BUTTERFLIES	2001
OLMOS, EDWARD JAMES	IN THE TIME OF THE BUTTERFLIES	2001
WOOLRICH, ABEL	IN THE TIME OF THE BUTTERFLIES	2001
ZACARÌAS, GIOVANNA	IN THE TIME OF THE BUTTERFLIES	2001
ACOVONE, JAY	INDEPENDENCE DAY	1996
ADLER, JONATHAN (II)	INDEPENDENCE DAY	1996
ANDRADE, JANETTE	INDEPENDENCE DAY	1996
ANDREWS, GIUSEPPE	INDEPENDENCE DAY	1996
AVARI, ERICK	INDEPENDENCE DAY	1996
BADREYA, SAYED	INDEPENDENCE DAY	1996
BALDWIN, ADAM (I)	INDEPENDENCE DAY	1996
BARRY, THOM	INDEPENDENCE DAY	1996
BRONSON, GREG	INDEPENDENCE DAY	1996
CAPODICE, JOHN	INDEPENDENCE DAY	1996
COHEN, JOYCE (I)	INDEPENDENCE DAY	1996
COLIN, MARGARET	INDEPENDENCE DAY	1996
COLLINS, GREG (II)	INDEPENDENCE DAY	1996
CONNICK JR., HARRY	INDEPENDENCE DAY	1996
COONEY, KEVIN (I)	INDEPENDENCE DAY	1996
CRIVELLO, ANTHONY	INDEPENDENCE DAY	1996
DAVIS, ROY MILTON	INDEPENDENCE DAY	1996
DEL SHERMAN, BARRY	INDEPENDENCE DAY	1996
DUFFY, THOMAS F.	INDEPENDENCE DAY	1996
DUVAL, JAMES (I)	INDEPENDENCE DAY	1996
FIERSTEIN, HARVEY	INDEPENDENCE DAY	1996
FOX, VIVICA A.	INDEPENDENCE DAY	1996
GOLDBLUM, JEFF	INDEPENDENCE DAY	1996
GUMMERSALL, DEVON	INDEPENDENCE DAY	1996
HECKER, GARY A.	INDEPENDENCE DAY	1996
HIRSCH, JUDD	INDEPENDENCE DAY	1996
HOWARD, RANCE	INDEPENDENCE DAY	1996
JAKUB, LISA	INDEPENDENCE DAY	1996
KEEGAN, ANDREW (I)	INDEPENDENCE DAY	1996
KELLEHER, TIM (I)	INDEPENDENCE DAY	1996
LAURIA, DAN	INDEPENDENCE DAY	1996
LOGGIA, ROBERT	INDEPENDENCE DAY	1996
LYNCH, JALIL JAY	INDEPENDENCE DAY	1996
MANGAN, DARIN	INDEPENDENCE DAY	1996
MCDONNELL, MARY (I)	INDEPENDENCE DAY	1996
MCKINLEY, SCOTT (I)	INDEPENDENCE DAY	1996
MOORE, JACK (IV)	INDEPENDENCE DAY	1996
MORATZ, RALPH	INDEPENDENCE DAY	1996
NOLAN, BARRY (I)	INDEPENDENCE DAY	1996
NOVAK, FRANK (II)	INDEPENDENCE DAY	1996
OGLESBY, RANDY	INDEPENDENCE DAY	1996
ORSER, LELAND	INDEPENDENCE DAY	1996
PIDDOCK, JIM	INDEPENDENCE DAY	1996
PIKE, GARY	INDEPENDENCE DAY	1996
PINE, ROBERT (I)	INDEPENDENCE DAY	1996
PRESSMAN, DAVID (I)	INDEPENDENCE DAY	1996
PULLMAN, BILL (I)	INDEPENDENCE DAY	1996
QUAID, RANDY	INDEPENDENCE DAY	1996
REBHORN, JAMES	INDEPENDENCE DAY	1996
ROSE, NECTAR	INDEPENDENCE DAY	1996
SBARGE, RAPHAEL	INDEPENDENCE DAY	1996
SKIPPER, PAT	INDEPENDENCE DAY	1996
SMITH, WILL (I)	INDEPENDENCE DAY	1996
SMITROVICH, BILL	INDEPENDENCE DAY	1996
SPEIGHT JR., RICHARD	INDEPENDENCE DAY	1996
SPINER, BRENT	INDEPENDENCE DAY	1996
STOREY, JOHN (I)	INDEPENDENCE DAY	1996
TAY, SHARON	INDEPENDENCE DAY	1996
THOMPSON, MARK (VI)	INDEPENDENCE DAY	1996
TOMEI, ADAM	INDEPENDENCE DAY	1996
WALSH, WENDY L.	INDEPENDENCE DAY	1996
WALTER, TRACEY	INDEPENDENCE DAY	1996
WARD, LYMAN (I)	INDEPENDENCE DAY	1996
WARREN, KIERSTEN	INDEPENDENCE DAY	1996
WEBSTER, DEREK (I)	INDEPENDENCE DAY	1996
WELKER, FRANK	INDEPENDENCE DAY	1996
WHITMAN, MAE	INDEPENDENCE DAY	1996
WINTHER, MICHAEL	INDEPENDENCE DAY	1996
ALI, MUHAMMAD (I)	INDEPENDENT LENS	1999
ALLEN, JOAN (I)	INDEPENDENT LENS	1999
ASNER, EDWARD	INDEPENDENT LENS	1999
AZARIA, HANK	INDEPENDENT LENS	1999
BAKER, DYLAN (I)	INDEPENDENT LENS	1999
BALDWIN, ALEC	INDEPENDENT LENS	1999
BASHEY, ISMAIL	INDEPENDENT LENS	1999
BASSETT, ANGELA	INDEPENDENT LENS	1999
BEKINS, RICHARD	INDEPENDENT LENS	1999
BELAFONTE, HARRY	INDEPENDENT LENS	1999
BELTRAN, ROBERT (I)	INDEPENDENT LENS	1999
BOAT, DAVID	INDEPENDENT LENS	1999
BONO	INDEPENDENT LENS	1999
BORREGO, JESSE	INDEPENDENT LENS	1999
BRIDGES, BEAU (I)	INDEPENDENT LENS	1999
BRIDGES, JEFF (I)	INDEPENDENT LENS	1999
BROWNE, ROSCOE LEE	INDEPENDENT LENS	1999
BUSEY, GARY	INDEPENDENT LENS	1999
BUSH, GEORGE W.	INDEPENDENT LENS	1999
BYRNE, GABRIEL	INDEPENDENT LENS	1999
CALLAN, GEOFF	INDEPENDENT LENS	1999
CASSIDY, JOANNA (I)	INDEPENDENT LENS	1999
CEDILLO, JULIO	INDEPENDENT LENS	1999
CHEADLE, DON	INDEPENDENT LENS	1999
CHENEY, DICK	INDEPENDENT LENS	1999
CLINTON, BILL (I)	INDEPENDENT LENS	1999
COCA, RICHARD	INDEPENDENT LENS	1999
COLEMAN, ROSALYN	INDEPENDENT LENS	1999
COSTELLO, ELVIS	INDEPENDENT LENS	1999
COYOTE, PETER	INDEPENDENT LENS	1999
CURTIN, CATHERINE (I)	INDEPENDENT LENS	1999
CURTIS, JAMIE LEE	INDEPENDENT LENS	1999
D., CHUCK	INDEPENDENT LENS	1999
DANNER, BLYTHE	INDEPENDENT LENS	1999
DAVID, KEITH (I)	INDEPENDENT LENS	1999
DAVIS, OSSIE	INDEPENDENT LENS	1999
EBERSOLE, CHRISTINE	INDEPENDENT LENS	1999
FALCO, EDIE	INDEPENDENT LENS	1999
FERRERA, AMERICA	INDEPENDENT LENS	1999
FEUERSTEIN, MARK (I)	INDEPENDENT LENS	1999
FIELD, SALLY	INDEPENDENT LENS	1999
FOX, VIVICA A.	INDEPENDENT LENS	1999
GOLDBERG, WHOOPI	INDEPENDENT LENS	1999
GYLLENHAAL, MAGGIE	INDEPENDENT LENS	1999
HAGEN, DANIEL (I)	INDEPENDENT LENS	1999
HAMILTON, LISAGAY	INDEPENDENT LENS	1999
HANNAH, DARYL	INDEPENDENT LENS	1999
HARRIS, JULIE (I)	INDEPENDENT LENS	1999
HAYEK, SALMA	INDEPENDENT LENS	1999
HILL, DULÈ	INDEPENDENT LENS	1999
HOBBS, RODNEY J.	INDEPENDENT LENS	1999
HOCH, DANNY	INDEPENDENT LENS	1999
HOPPER, DENNIS	INDEPENDENT LENS	1999
HOWARD, KEN (I)	INDEPENDENT LENS	1999
HOWARD, TERRENCE (I)	INDEPENDENT LENS	1999
JACKSON, KEVIN (I)	INDEPENDENT LENS	1999
JACKSON, ROGER (VI)	INDEPENDENT LENS	1999
JAFFREY, MADHUR	INDEPENDENT LENS	1999
JAFFREY, SAKINA	INDEPENDENT LENS	1999
JAGGER, MICK	INDEPENDENT LENS	1999
JOY, MARK	INDEPENDENT LENS	1999
KANE, CAROL (I)	INDEPENDENT LENS	1999
KELLY, STAN (I)	INDEPENDENT LENS	1999
KERRY, JOHN (III)	INDEPENDENT LENS	1999
KEYS, ALICIA	INDEPENDENT LENS	1999
KINGSLEY, BEN	INDEPENDENT LENS	1999
KIRKWOOD, DENNY	INDEPENDENT LENS	1999
KWELI, TALIB	INDEPENDENT LENS	1999
LAMPLEY, ONI FAIDA	INDEPENDENT LENS	1999
LATIFAH, QUEEN	INDEPENDENT LENS	1999
LAU, CICI	INDEPENDENT LENS	1999
LENO, JAY	INDEPENDENT LENS	1999
MARIN, CHEECH	INDEPENDENT LENS	1999
MCSHANE, JAMIE	INDEPENDENT LENS	1999
MONTGOMERY, CHUCK (I)	INDEPENDENT LENS	1999
MOSLEY, MICHAEL (I)	INDEPENDENT LENS	1999
MOSS-BACHRACH, EBON	INDEPENDENT LENS	1999
NOLTE, NICK	INDEPENDENT LENS	1999
NOWICKI, TOM	INDEPENDENT LENS	1999
O'CONNOR, RENÈE	INDEPENDENT LENS	1999
PACHECO, RICHARD (II)	INDEPENDENT LENS	1999
PARKER, MARY-LOUISE	INDEPENDENT LENS	1999
PEABODY, DOSSY	INDEPENDENT LENS	1999
PENN, KAL	INDEPENDENT LENS	1999
PHILLIPS, KEVIN (III)	INDEPENDENT LENS	1999
PLANA, TONY	INDEPENDENT LENS	1999
PRATT, VICTORIA	INDEPENDENT LENS	1999
REDDICK, LANCE	INDEPENDENT LENS	1999
REESER, AUTUMN	INDEPENDENT LENS	1999
REUBENS, PAUL	INDEPENDENT LENS	1999
RICHARDS, KEITH (II)	INDEPENDENT LENS	1999
ROBBINS, TIM (I)	INDEPENDENT LENS	1999
ROGERS, REG (I)	INDEPENDENT LENS	1999
RUFFALO, MARK	INDEPENDENT LENS	1999
RUSSELL BEALE, SIMON	INDEPENDENT LENS	1999
RYAN, AMY (I)	INDEPENDENT LENS	1999
SARANDON, SUSAN	INDEPENDENT LENS	1999
SCHEIDER, ROY	INDEPENDENT LENS	1999
SCHREIBER, LIEV	INDEPENDENT LENS	1999
SCHWARZENEGGER, ARNOLD	INDEPENDENT LENS	1999
SCOTT, CAMPBELL	INDEPENDENT LENS	1999
SETH, ROSHAN	INDEPENDENT LENS	1999
SEWELL, CATHERINE (I)	INDEPENDENT LENS	1999
SINGER, LEÛN	INDEPENDENT LENS	1999
STAGGS, MONICA	INDEPENDENT LENS	1999
STEWART SHERMAN, DANIEL	INDEPENDENT LENS	1999
STOCKWELL, DEAN	INDEPENDENT LENS	1999
SWINTON, TILDA	INDEPENDENT LENS	1999
TANNER, RICHARD (I)	INDEPENDENT LENS	1999
TAYLOR, LILI (I)	INDEPENDENT LENS	1999
TAYLOR, RENÈE (I)	INDEPENDENT LENS	1999
THOMPSON, AHMIR-KHALIB	INDEPENDENT LENS	1999
THOMS, TRACIE	INDEPENDENT LENS	1999
THURMAN, UMA	INDEPENDENT LENS	1999
TIGHE, KEVIN (I)	INDEPENDENT LENS	1999
TOMITA, TAMLYN	INDEPENDENT LENS	1999
TUCCI, STANLEY (I)	INDEPENDENT LENS	1999
URBANIAK, JAMES	INDEPENDENT LENS	1999
VALDEZ, JEREMY RAY	INDEPENDENT LENS	1999
VAN PEEBLES, MELVIN	INDEPENDENT LENS	1999
WALSH, ROBERT (I)	INDEPENDENT LENS	1999
WEAVER, SIGOURNEY	INDEPENDENT LENS	1999
WEST, RED	INDEPENDENT LENS	1999
WHITAKER, FOREST	INDEPENDENT LENS	1999
WHITE, BERNARD (I)	INDEPENDENT LENS	1999
WILLIAMS, ROBIN (I)	INDEPENDENT LENS	1999
WOODARD, ALFRE	INDEPENDENT LENS	1999
WRIGHT, JEFFREY (I)	INDEPENDENT LENS	1999
BACALL, MICHAEL	INGLOURIOUS BASTERDS	2009
BERKEL, CHRISTIAN	INGLOURIOUS BASTERDS	2009
BOCK, RAINER	INGLOURIOUS BASTERDS	2009
BR¸HL, DANIEL	INGLOURIOUS BASTERDS	2009
CARDONA, HÈLËNE	INGLOURIOUS BASTERDS	2009
FASSBENDER, MICHAEL	INGLOURIOUS BASTERDS	2009
GEE, NESTI	INGLOURIOUS BASTERDS	2009
HOOKER, BUDDY JOE	INGLOURIOUS BASTERDS	2009
JACKSON, SAMUEL L.	INGLOURIOUS BASTERDS	2009
KEITEL, HARVEY	INGLOURIOUS BASTERDS	2009
KRUGER, DIANE	INGLOURIOUS BASTERDS	2009
LAURENT, MÈLANIE	INGLOURIOUS BASTERDS	2009
LEVINE, SAMM	INGLOURIOUS BASTERDS	2009
MYERS, MIKE (I)	INGLOURIOUS BASTERDS	2009
NICOTERO, GREG	INGLOURIOUS BASTERDS	2009
NOVAK, B.J.	INGLOURIOUS BASTERDS	2009
PENVERN, ANDRÈ	INGLOURIOUS BASTERDS	2009
PISTOR, LUDGER	INGLOURIOUS BASTERDS	2009
PITT, BRAD	INGLOURIOUS BASTERDS	2009
ROTH, ELI	INGLOURIOUS BASTERDS	2009
SAMMEL, RICHARD	INGLOURIOUS BASTERDS	2009
SCHWEIGER, TIL	INGLOURIOUS BASTERDS	2009
SVENSON, BO	INGLOURIOUS BASTERDS	2009
TARANTINO, QUENTIN	INGLOURIOUS BASTERDS	2009
WALTZ, CHRISTOPH	INGLOURIOUS BASTERDS	2009
ALLAM, ROGER	INKHEART	2008
ARGENTI, ALEX	INKHEART	2008
BENNETT, ELIZA	INKHEART	2008
BETTANY, PAUL	INKHEART	2008
BROADBENT, JIM	INKHEART	2008
CONNELLY, JENNIFER	INKHEART	2008
FOREMAN, JAMIE	INKHEART	2008
FRASER, BRENDAN	INKHEART	2008
GUILLORY, SIENNA	INKHEART	2008
KING, MATT (I)	INKHEART	2008
MIRREN, HELEN	INKHEART	2008
SERKIS, ANDY	INKHEART	2008
SHARP, LESLEY	INKHEART	2008
SPEIRS, STEVE	INKHEART	2008
STRANGE, RICHARD (I)	INKHEART	2008
TSOU, CHUEN	INKHEART	2008
AXELROD, ROBERT (I)	INNOCENCE	2004
BAILEY, LAURA (II)	INNOCENCE	2004
CANSINO, RICHARD	INNOCENCE	2004
COTILLARD, MARION	INNOCENCE	2004
EPCAR, RICHARD	INNOCENCE	2004
FREEMAN, CRISPIN	INNOCENCE	2004
GOODSON, BARBARA	INNOCENCE	2004
HEBERT, KYLE	INNOCENCE	2004
KNIGHT, WILLIAM (III)	INNOCENCE	2004
KRAMER, STEVE (I)	INNOCENCE	2004
LYNN, SHERRY (I)	INNOCENCE	2004
MCCONNOHIE, MICHAEL	INNOCENCE	2004
MCGLYNN, MARY ELIZABETH	INNOCENCE	2004
PAPENBROOK, BOB	INNOCENCE	2004
SANDERS, FRED (I)	INNOCENCE	2004
SHEH, STEPHANIE (I)	INNOCENCE	2004
SMITH, ROGER CRAIG	INNOCENCE	2004
SNYDER, JOHN (I)	INNOCENCE	2004
STONE, DOUG (I)	INNOCENCE	2004
STONE, TERRENCE (I)	INNOCENCE	2004
TAKENAKA, NAOTO	INNOCENCE	2004
WILLINGHAM, TRAVIS	INNOCENCE	2004
YAMADERA, KÙICHI	INNOCENCE	2004
‘TSUKA, AKIO	INNOCENCE	2004
ASHBY, LINDEN	INSIDE OUT III	1992
BERNSEN, COLLIN	INSIDE OUT III	1992
CUTRONA, RYAN	INSIDE OUT III	1992
DATCHER, ALEX	INSIDE OUT III	1992
DONOVAN, BRIAN (I)	INSIDE OUT III	1992
SPELLOS, PETER	INSIDE OUT III	1992
STAFFORD, JON	INSIDE OUT III	1992
ASHTON, JOHN (I)	INSTINCT	1999
AYLWARD, JOHN	INSTINCT	1999
BATES, PAUL (I)	INSTINCT	1999
BLACKWELL, RUS	INSTINCT	1999
CAPUTO, JAY	INSTINCT	1999
COLEMAN, JIM R. (I)	INSTINCT	1999
COLL, IVONNE	INSTINCT	1999
COLLINS, PAUL (I)	INSTINCT	1999
DZUNDZA, GEORGE	INSTINCT	1999
GOODING JR., CUBA	INSTINCT	1999
GRIMSHAW, JIM	INSTINCT	1999
HOPKINS, ANTHONY (I)	INSTINCT	1999
LINN, REX	INSTINCT	1999
MACAULAY, MARC	INSTINCT	1999
MCLACHLAN, ROD	INSTINCT	1999
MCNAMARA, PAT (I)	INSTINCT	1999
SENDAYDIEGO, VIVIENNE	INSTINCT	1999
SPINUZZA, DOUG	INSTINCT	1999
STEPHENS, LOUANNE	INSTINCT	1999
SUTHERLAND, DONALD (I)	INSTINCT	1999
TIERNEY, MAURA	INSTINCT	1999
TROYER, VERNE	INSTINCT	1999
ADELSTEIN, PAUL	INTOLERABLE CRUELTY	2003
ALDREDGE, TOM	INTOLERABLE CRUELTY	2003
APPLEGATE, ROYCE D.	INTOLERABLE CRUELTY	2003
BAKER, KITANA	INTOLERABLE CRUELTY	2003
CAMPBELL, BRUCE (I)	INTOLERABLE CRUELTY	2003
CEDRIC THE ENTERTAINER	INTOLERABLE CRUELTY	2003
CLARK, BLAKE (I)	INTOLERABLE CRUELTY	2003
CLOONEY, GEORGE	INTOLERABLE CRUELTY	2003
COTTET, MIA	INTOLERABLE CRUELTY	2003
DATTILO, KRISTIN	INTOLERABLE CRUELTY	2003
DRAKE, JUDITH	INTOLERABLE CRUELTY	2003
GILLIS, MARY	INTOLERABLE CRUELTY	2003
GLEASON, MARY PAT	INTOLERABLE CRUELTY	2003
HADARY, JONATHAN	INTOLERABLE CRUELTY	2003
HERRMANN, EDWARD	INTOLERABLE CRUELTY	2003
JENKINS, RICHARD (I)	INTOLERABLE CRUELTY	2003
KEYES, IRWIN	INTOLERABLE CRUELTY	2003
KYLE, JACK	INTOLERABLE CRUELTY	2003
LUYBEN, KATE	INTOLERABLE CRUELTY	2003
O'BRIEN, PATRICK THOMAS	INTOLERABLE CRUELTY	2003
O'CONNOR, ISABELL	INTOLERABLE CRUELTY	2003
RUSH, GEOFFREY	INTOLERABLE CRUELTY	2003
SHEFFIELD, TAMIE	INTOLERABLE CRUELTY	2003
THORNTON, BILLY BOB	INTOLERABLE CRUELTY	2003
TRAVIS, STACEY (I)	INTOLERABLE CRUELTY	2003
VIGUS, LARRY	INTOLERABLE CRUELTY	2003
WARREN, KIERSTEN	INTOLERABLE CRUELTY	2003
ZETA-JONES, CATHERINE	INTOLERABLE CRUELTY	2003
ARMSTRONG, R.G.	INVASION OF PRIVACY	1996
AVITAL, MILI	INVASION OF PRIVACY	1996
CAMPBELL, NAOMI (I)	INVASION OF PRIVACY	1996
COHEN, JOYCE (I)	INVASION OF PRIVACY	1996
FLEMING, CLIFF (I)	INVASION OF PRIVACY	1996
HICKOX, ANTHONY (I)	INVASION OF PRIVACY	1996
JENSEN, DAVID (I)	INVASION OF PRIVACY	1996
KEITH, DAVID (I)	INVASION OF PRIVACY	1996
KNICKREHM, JANICE	INVASION OF PRIVACY	1996
RAMPLING, CHARLOTTE	INVASION OF PRIVACY	1996
ROWLAND, OSCAR (I)	INVASION OF PRIVACY	1996
SCHAECH, JOHNATHON	INVASION OF PRIVACY	1996
WILKINSON, SCOTT (I)	INVASION OF PRIVACY	1996
WRIGHT, TOM (I)	INVASION OF PRIVACY	1996
CICCO, JOHNNY	INVICTUS	2009
DAMON, MATT	INVICTUS	2009
DUKAS, DAVID	INVICTUS	2009
EASTWOOD, SCOTT (I)	INVICTUS	2009
EMERY, GIDEON	INVICTUS	2009
FREEMAN, MORGAN (I)	INVICTUS	2009
HARRISON, WAYNE (III)	INVICTUS	2009
HOBBS, ROBERT (II)	INVICTUS	2009
JACOBS, ANDRE (I)	INVICTUS	2009
KEOGH, DANNY	INVICTUS	2009
KIRKWOOD, LANGLEY	INVICTUS	2009
LYSTER, PATRICK	INVICTUS	2009
MICHAEL, SEAN CAMERON	INVICTUS	2009
MPUMLWANA, NAMBITHA	INVICTUS	2009
RICKARD, MARK	INVICTUS	2009
ROBBERTSE, DAN	INVICTUS	2009
ROBERTS, MATTHEW DYLAN (I)	INVICTUS	2009
SAVANTE, STELIO	INVICTUS	2009
SMITH, ROBIN (I)	INVICTUS	2009
SWANBY, GRANT	INVICTUS	2009
ACEVEDO, KIRK	INVINCIBLE	2006
AHL, MICHAEL	INVINCIBLE	2006
BANKS, ELIZABETH (II)	INVINCIBLE	2006
BANKS, NICOYE	INVINCIBLE	2006
BIZIK, ROBERT (I)	INVINCIBLE	2006
CICCO, DOMINICK	INVINCIBLE	2006
CLARK, STEVE M.	INVINCIBLE	2006
COHEN, LYNN (I)	INVINCIBLE	2006
CONWAY, KEVIN (I)	INVINCIBLE	2006
COUTURE, RANDY	INVINCIBLE	2006
CURRIE, BRIAN HAYES	INVINCIBLE	2006
DORSEY, CHRISTIAN	INVINCIBLE	2006
EMMERT, ALEXANDER	INVINCIBLE	2006
FISHER, STINK	INVINCIBLE	2006
FITZGERALD, BRIAN SCOTT	INVINCIBLE	2006
GLAUDINI, LOLA (I)	INVINCIBLE	2006
GRIFFITH, MICHAEL (III)	INVINCIBLE	2006
GRINN, PRIDE	INVINCIBLE	2006
HAGEN, THOMAS M.	INVINCIBLE	2006
HOLT, NICOLE (I)	INVINCIBLE	2006
KEHLER, JACK	INVINCIBLE	2006
KELLY, MICHAEL (V)	INVINCIBLE	2006
KELLY, WILLIAM JAMES	INVINCIBLE	2006
KERSHNER, BASIL	INVINCIBLE	2006
KINNEAR, GREG	INVINCIBLE	2006
KNEEREAM, DAVID	INVINCIBLE	2006
LANIER, ATIF (I)	INVINCIBLE	2006
LUKE JR., TONY	INVINCIBLE	2006
MAMRAK, RAYMOND	INVINCIBLE	2006
MCDADE, PATRICK	INVINCIBLE	2006
MOWERY, JEFFREY	INVINCIBLE	2006
MOYER, KEITH	INVINCIBLE	2006
MULHEREN, MICHAEL	INVINCIBLE	2006
MURTAUGH, JAMES	INVINCIBLE	2006
NOURI, MICHAEL (I)	INVINCIBLE	2006
PALUMBO, JIMMY	INVINCIBLE	2006
PEARL, DAVID (III)	INVINCIBLE	2006
PENDELTON, CHARLES	INVINCIBLE	2006
RISPOLI, MICHAEL	INVINCIBLE	2006
RIVIEZZO, VINCENT	INVINCIBLE	2006
SCHANAMANN, CHUCK	INVINCIBLE	2006
SHAPIRO, KENNY	INVINCIBLE	2006
SMITH, FRANKLIN OJEDA	INVINCIBLE	2006
SPINK, DANIEL (I)	INVINCIBLE	2006
TURCO, PAIGE	INVINCIBLE	2006
TYGH, RYAN	INVINCIBLE	2006
VAN WERT, DAN (I)	INVINCIBLE	2006
VELLOZZI, SONNY (I)	INVINCIBLE	2006
VILLANOVA, KIMBERLY	INVINCIBLE	2006
WAHLBERG, MARK (I)	INVINCIBLE	2006
WHATLEY, DON	INVINCIBLE	2006
WOOTEN, JOHN (III)	INVINCIBLE	2006
YANNICK, SCOTT	INVINCIBLE	2006
ASHBY, LINDEN	IRON MAN 3	2013
BAKER, SALA	IRON MAN 3	2013
BETTANY, PAUL	IRON MAN 3	2013
BRANAMAN, RUSTAM	IRON MAN 3	2013
BROBERG, JAN	IRON MAN 3	2013
BYNUM, NATE	IRON MAN 3	2013
CHEADLE, DON	IRON MAN 3	2013
CHIEN, FERNANDO	IRON MAN 3	2013
COFIELD, CHEVY LAMONT	IRON MAN 3	2013
COOPER, DARIN	IRON MAN 3	2013
COZORT, CHRISTOPHER	IRON MAN 3	2013
CROSS, KENDRICK	IRON MAN 3	2013
DALE, JAMES BADGE	IRON MAN 3	2013
DAVIS, TODD (XXII)	IRON MAN 3	2013
DICKEY, DALE	IRON MAN 3	2013
DOWNEY JR., ROBERT	IRON MAN 3	2013
FAN, BINGBING	IRON MAN 3	2013
FARWELL, DANE	IRON MAN 3	2013
FAVREAU, JON	IRON MAN 3	2013
FERRER, MIGUEL (I)	IRON MAN 3	2013
FRASCA, WILLIAM	IRON MAN 3	2013
GALLE, FRED	IRON MAN 3	2013
GARRETT, SPENCER (I)	IRON MAN 3	2013
GINTHER, MARK (I)	IRON MAN 3	2013
GRAZIO, RANDY	IRON MAN 3	2013
HALL, REBECCA (I)	IRON MAN 3	2013
HANNA, BRYAN (II)	IRON MAN 3	2013
HARTO, JOSHUA	IRON MAN 3	2013
JAY, BARON	IRON MAN 3	2013
JOHNSON, CAL (I)	IRON MAN 3	2013
KEIFFER, DENNIS	IRON MAN 3	2013
KIERNAN, PAT	IRON MAN 3	2013
KINGSLEY, BEN	IRON MAN 3	2013
LANG, LEX	IRON MAN 3	2013
LAUER, ANDREW	IRON MAN 3	2013
LEE, STAN (I)	IRON MAN 3	2013
LOVERN, MICHAEL	IRON MAN 3	2013
MADER, REBECCA	IRON MAN 3	2013
MAHER, BILL (I)	IRON MAN 3	2013
MCCREREY, ROY	IRON MAN 3	2013
MIDDLEBROOK, KEITH	IRON MAN 3	2013
MOIZE, BRIAN PATRICK	IRON MAN 3	2013
MOSS, CULLEN (I)	IRON MAN 3	2013
OLIVEIRA, JOSEPH (III)	IRON MAN 3	2013
OTTO, JOHNNY	IRON MAN 3	2013
PALLY, ADAM (I)	IRON MAN 3	2013
PALTROW, GWYNETH	IRON MAN 3	2013
PEARCE, GUY (I)	IRON MAN 3	2013
RAMOS, DIEZEL (I)	IRON MAN 3	2013
REYNOLDS, ANTHONY (I)	IRON MAN 3	2013
RIVERS, JOAN	IRON MAN 3	2013
ROBINSON, MINDY	IRON MAN 3	2013
RUFFALO, MARK	IRON MAN 3	2013
SADLER, WILLIAM (I)	IRON MAN 3	2013
SCOZZARI, FRANK	IRON MAN 3	2013
SIMPKINS, TY	IRON MAN 3	2013
SIMPSON, BRIAN (I)	IRON MAN 3	2013
STAFFORD, RON (II)	IRON MAN 3	2013
SZOSTAK, STEPHANIE	IRON MAN 3	2013
